entity,added,deleted,commits
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/{ => gating}/codegen-instrument-forget-gating-test.expect.md,52,12,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-assigning-ref-accessing-function-to-object-property-if-not-mutated.expect.md,52,0,1
packages/react-devtools-shared/src/hooks/SourceMapConsumer.js,51,65,4
fixtures/dom/src/index.js,51,21,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/transform-fire/repro-dont-add-hook-guards-on-retry.expect.md,51,51,5
compiler/packages/eslint-plugin-react-compiler/tsup.config.ts,51,8,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/preserve-memo-validation/error.hoist-useCallback-infer-conditional-value-block.expect.md,51,17,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/weakmap-constructor.js,51,3,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/useMemo-multiple-returns.expect.md,51,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/weakset-constructor.js,51,3,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/useMemo-with-optional.expect.md,51,3,3
packages/react-dom/src/__tests__/ReactChildReconciler-test.js,51,52,2
scripts/rollup/build-all-release-channels.js,51,51,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/ecma/error.reserved-words.expect.md,51,19,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/inner-function/nullable-objects/assume-invoked/function-with-conditional-callsite-in-another-function.ts,51,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.todo-functiondecl-hoisting.expect.md,51,3,3
packages/react-dom/src/__tests__/ReactDOMAttribute-test.js,51,41,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/jsx-bracket-in-text.expect.md,51,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-declaration-for-all-identifiers.expect.md,50,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/dynamic-gating-enabled.expect.md,50,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/dynamic-gating-disabled.expect.md,50,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/{ => gating}/gating-test-export-function-and-default.expect.md,50,13,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/todo-control-flow-sensitive-mutation.tsx,50,8,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/preserve-memo-validation/error.useMemo-infer-less-specific-conditional-value-block.expect.md,50,17,6
compiler/packages/babel-plugin-react-compiler/src/Transform/TransformFire.ts,50,810,8
compiler/packages/snap/src/fixture-utils.ts,50,70,3
fixtures/dom/src/components/fixtures/fragment-refs/ScrollIntoViewCaseComplex.js,50,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/transitive-mutation-before-capturing-value-created-earlier.expect.md,50,0,1
compiler/packages/babel-plugin-react-compiler/src/Validation/ValidateContextVariableLValues.ts,50,35,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.capture-ref-for-mutation.expect.md,50,36,4
packages/react-server/src/ReactFlightActionServer.js,50,10,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/basic-mutation-via-function-expression.expect.md,50,2,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/fbt/error.todo-fbt-as-local.expect.md,50,4,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/error.todo-repro-named-function-with-shadowed-local-same-name.expect.md,50,12,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/dynamic-gating-annotation.expect.md,50,0,1
packages/react-devtools-fusebox/src/frontend.d.ts,50,26,3
packages/react-devtools-extensions/src/contentScripts/reactBuildType.js,50,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-derived-computation-in-effect.expect.md,49,8,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.bug-invariant-local-or-context-references.expect.md,49,3,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/retry-lint-comparison/error.infer-effect-deps-with-rule-violation-use-memo-opt-in--lint.expect.md,49,49,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.bug-infer-mutation-aliasing-effects.expect.md,49,3,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/object-expression-captures-function-with-global-mutation.expect.md,49,0,1
packages/react-reconciler/src/ReactFiberReconciler.js,49,28,11
packages/react-reconciler/src/ReactFiberTracingMarkerComponent.js,49,45,2
compiler/packages/react-compiler-healthcheck/tsup.config.ts,49,0,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-passing-ref-to-render-helper.expect.md,49,0,1
.github/workflows/devtools_discord_notify.yml,49,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/bug-separate-memoization-due-to-callback-capturing.js,48,0,1
packages/react-devtools-shared/src/devtools/views/Components/formatLocationForDisplay.js,48,0,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/dynamic-gating-invalid-multiple.expect.md,48,3,4
packages/react-flight-server-fb/src/server/ReactFlightServerConfigDOMFB.js,48,0,1
packages/react-reconciler/src/__tests__/ReactSuspense-test.internal.js,48,46,1
packages/react-noop-renderer/src/ReactFiberConfigNoop.js,48,0,2
packages/react-dom/src/__tests__/ReactComponent-test.js,48,91,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/effect-derived-computations/error.derived-state-from-prop-setter-ternary.expect.md,48,48,2
packages/react-server/src/forks/ReactServerStreamConfig.noop.js,48,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-ref-access-in-async-event-handler-wrapper.tsx,48,48,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/retry-lint-comparison/error.infer-effect-deps-with-rule-violation--lint.expect.md,48,48,2
packages/react-dom-bindings/src/client/ReactDOMInput.js,47,4,1
packages/react-devtools-shared/src/backend/fiber/shared/DevToolsFiberSuspense.js,47,0,1
packages/eslint-plugin-react-hooks/src/index.js,47,73,3
compiler/packages/babel-plugin-react-compiler/src/ReactiveScopes/MergeReactiveScopesThatInvalidateTogether.ts,47,26,6
fixtures/flight-ssr-bench/src/components/Footer.js,47,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/transform-fire/bailout-retry/todo-use-no-memo.expect.md,47,47,2
packages/shared/forks/ReactFeatureFlags.test-renderer.native-fb.js,47,37,60
packages/react-server/src/forks/ReactFlightServerConfig.noop.js,47,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/repro-destructure-from-prop-with-default-value.expect.md,47,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/error.dynamic-gating-invalid-identifier-nopanic-required-feature.expect.md,47,47,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-useMemo-async-callback.expect.md,46,24,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-access-ref-in-reducer-init.expect.md,46,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/aliased-nested-scope-fn-expr.tsx,46,0,1
.claude/skills/test/SKILL.md,46,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-ReactUseMemo-async-callback.expect.md,46,24,5
scripts/rollup/plugins/external-runtime-plugin.js,46,0,1
.claude/instructions.md,46,0,1
packages/react-server-dom-unbundled/package.json,46,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-sketchy-code-use-forget.expect.md,46,26,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/capturing-function-capture-ref-before-rename.expect.md,46,13,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/ts-instantiation-expression.expect.md,46,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.bug-invariant-expected-consistent-destructuring.expect.md,46,2,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/transform-fire/bailout-retry/bailout-validate-prop-write.expect.md,46,46,4
compiler/packages/babel-plugin-react-compiler/src/Validation/ValidateNoCapitalizedCalls.ts,46,42,9
packages/react-devtools-shared/src/devtools/views/Settings/CodeEditorByDefault.js,46,4,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/reassign-variable-in-usememo.expect.md,45,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-passing-ref-to-render-helper-props-object.expect.md,45,0,1
packages/eslint-plugin-react-hooks/package.json,45,20,14
fixtures/flight-ssr-bench/webpack.config.js,45,0,1
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTimeline.css,45,24,8
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-setState-in-render-unbound-state.expect.md,45,2,2
compiler/packages/snap/src/sprout/shared-runtime.ts,45,6,5
packages/shared/forks/ReactFeatureFlags.www-dynamic.js,45,44,39
packages/internal-test-utils/internalAct.js,45,32,2
scripts/rollup/wrappers.js,45,2,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/preserve-memo-validation/error.useMemo-unrelated-mutation-in-depslist.expect.md,45,40,10
packages/react-dom/src/__tests__/ReactDOMShorthandCSSPropertyCollision-test.js,45,50,1
packages/react-dom/src/__tests__/ReactDOMServerIntegrationAttributes-test.js,44,17,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-merge-refs-pattern.expect.md,44,0,1
packages/react-server/src/ReactFlightHooks.js,44,36,6
packages/react-server-dom-unbundled/src/shared/ReactFlightImportMetadata.js,44,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-setstate-unconditional-with-keyed-state.expect.md,44,0,1
.claude/settings.json,44,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-mutate-global-in-render-helper-phi-return-prop.expect.md,44,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/exhaustive-deps/error.invalid-missing-nonreactive-dep-inner-function.expect.md,44,1,2
packages/react-devtools-shared/src/devtools/views/Profiler/SidebarEventInfo.js,44,40,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-exhaustive-deps.js,44,2,3
packages/eslint-plugin-react-hooks/tsconfig.json,44,10,5
compiler/packages/eslint-plugin-react-compiler/__tests__/ReactCompilerRule-test.ts,44,332,6
packages/react-native-renderer/src/ReactFabric.js,44,9,5
packages/react-dom-bindings/src/client/inputValueTracking.js,44,11,2
packages/react-dom/src/__tests__/ReactDOMServerIntegrationElements-test.js,44,66,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/fbt/fbt-preserve-whitespace-two-subtrees.expect.md,44,25,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/invalid-setState-in-useEffect-new-expression-default-param.expect.md,44,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/bailout-retry/mutate-after-useeffect-granular-access.expect.md,44,44,4
.github/workflows/shared_close_direct_sync_branch_prs.yml,44,1,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/error.mutate-frozen-value.expect.md,43,8,5
packages/react-devtools-shared/src/devtools/views/Components/StackTraceView.css,43,8,5
fixtures/view-transition/src/components/Chrome.js,43,0,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-reassign-local-variable-in-effect.expect.md,43,10,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/bailout-retry/error.callsite-in-non-react-fn-default-import.expect.md,43,43,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-ref-initialization-unary-not.expect.md,43,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/error.todo-repro-destructure-from-prop-with-default-value.expect.md,43,43,2
packages/react-dom/src/__tests__/ReactDOMFizzServerNodeWebStreams-test.js,43,43,2
fixtures/owner-stacks/public/index.html,43,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-reassign-local-variable-in-hook-argument.expect.md,43,10,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-assing-to-ref-current-in-render.expect.md,43,7,2
compiler/packages/babel-plugin-react-compiler/src/Entrypoint/Suppression.ts,43,29,7
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/rules-of-hooks/error.invalid-rules-of-hooks-1b9527f967f3.expect.md,42,10,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.todo-preserve-memo-deps-mixed-optional-nonoptional-property-chain.js,42,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/error.dynamic-gating-invalid-identifier.expect.md,42,3,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-capturing-func-maybealias-captured-mutate.ts,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-access-ref-in-reducer.expect.md,42,1,2
packages/shared/ReactOwnerStackReset.js,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-ref-initialization-undefined.expect.md,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/basic-mutation.expect.md,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/fbt/repro-fbt-param-nested-fbt-jsx.js,42,0,1
packages/react-reconciler/src/ReactFiberComponentStack.js,42,17,6
packages/react-devtools-shared/src/devtools/views/Editor/EditorPane.css,42,4,2
compiler/packages/react-forgive/server/src/utils/range.ts,42,0,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/call-spread-argument-mutable-iterator.expect.md,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-access-ref-in-state-initializer.expect.md,42,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-reassign-local-in-hook-return-value.expect.md,42,10,4
packages/react-devtools-shared/src/devtools/views/Components/OwnerView.css,42,0,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/invalid-setState-in-useEffect-namespace.expect.md,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/exhaustive-deps-allow-nonreactive-stable-types-as-extra-deps.js,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/transform-fire/bailout-retry/error.todo-infer-deps-on-retry.expect.md,42,42,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-exhaustive-deps-disallow-unused-stable-types.expect.md,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/capturing-function-runs-inference.expect.md,42,40,2
packages/react-server/src/ReactFizzHooks.js,42,51,8
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/bug-ref-prefix-postfix-operator.js,42,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/exhaustive-deps/error.invalid-dep-on-ref-current-value.expect.md,41,1,2
packages/react-reconciler/src/ReactFiberConfigWithNoViewTransition.js,41,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/exhaustive-deps-allow-constant-folded-values.expect.md,41,0,1
.github/workflows/shared_core_label.yml,41,41,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/exhaustive-deps/error.invalid-missing-nonreactive-dep.expect.md,41,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.ref-value-in-custom-component-event-handler-wrapper.tsx,41,41,2
.github/workflows/compiler_typescript.yml,41,29,9
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/typed-identity-function-frozen-input.js,41,1,2
.github/workflows/shared_cleanup_branch_caches.yml,41,2,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/valid-setState-in-useEffect-controlled-by-ref-value.js,41,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/capturing-function-renamed-ref.expect.md,41,8,2
packages/react-dom/src/__tests__/DOMPropertyOperations-test.js,41,8,2
compiler/apps/playground/components/Icons/IconChevron.tsx,41,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-useMemo-callback-args.expect.md,41,20,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.todo-hook-call-spreads-mutable-iterator.expect.md,41,3,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/type-annotations/type-annotation-satisfies-number.expect.md,41,41,2
scripts/jest/typescript/jest.d.ts,41,43,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/arrow-function-with-implicit-return.expect.md,41,2,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/invalid-unused-usememo.expect.md,41,0,1
compiler/packages/react-forgive/scripts/server.mjs,40,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.mutable-range-shared-inner-outer-function.expect.md,40,11,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-unconditional-set-state-in-render.expect.md,40,18,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/iife-inline-ternary.expect.md,40,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-hoisting-setstate.expect.md,40,24,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/preserve-memo-validation/repro-maybe-invalid-useMemo-read-maybeRef.expect.md,40,2,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-mutate-global-in-render-helper-prop.expect.md,40,0,1
fixtures/flight-ssr-bench/src/components/ProductTable.js,40,0,1
compiler/packages/eslint-plugin-react-compiler/__tests__/ImpureFunctionCallsRule-test.ts,40,1,2
packages/react/src/ReactSharedInternalsClient.js,40,18,8
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/jsx-captures-context-variable.js,40,0,1
fixtures/flight/src/Navigate.js,40,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/useMemo-arrow-implicit-return.expect.md,40,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/bailout-retry/error.use-no-memo.expect.md,40,40,6
packages/react-devtools-shared/src/devtools/views/useEditorURL.js,39,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/rules-of-hooks/rules-of-hooks-c1e8c7f4c191.expect.md,39,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/allow-assigning-to-global-in-function-spread-as-jsx.expect.md,39,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/dynamic-gating-noemit.expect.md,39,2,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-mutate-phi-which-could-be-frozen.expect.md,39,0,1
compiler/packages/react-forgive/scripts/client.mjs,39,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-assign-current-inferred-ref-during-render.expect.md,39,3,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/bailout-retry/error.todo-import-default-property-useEffect.expect.md,39,39,6
packages/react-devtools-shell/webpack-server.js,39,1,3
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/infer-effect-dependencies/bailout-retry/error.callsite-in-non-react-fn.expect.md,39,39,6
compiler/packages/eslint-plugin-react-compiler/__tests__/NoAmbiguousJsxRule-test.ts,39,1,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/mutate-through-propertyload.expect.md,39,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/object-values.js,39,0,1
.claude/skills/flags/SKILL.md,39,0,1
packages/react-devtools-shell/src/app/ActivityTree/index.js,39,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/for-loop-with-context-variable-iterator.expect.md,39,117,2
packages/react-devtools-shared/src/devtools/views/Components/OwnersListContext.js,39,4,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.todo-function-expression-references-later-variable-declaration.expect.md,38,10,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-uncalled-function-capturing-mutable-values-memoizes-with-captures-values.js,38,0,1
compiler/packages/react-mcp-server/src/tools/componentTree.ts,38,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/preserve-memo-validation/repro-maybe-invalid-useCallback-read-maybeRef.expect.md,38,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/new-mutability/transitivity-add-captured-array-to-itself.tsx,38,3,4
packages/react-reconciler/src/ReactFiberConcurrentUpdates.js,38,34,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-ternary-with-hook-values.expect.md,38,9,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/todo-granular-iterator-semantics.js,38,2,2
compiler/scripts/build-eslint-docs.js,38,4,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-access-ref-in-render-mutate-object-with-ref-function.expect.md,38,1,2
compiler/packages/snap/src/runner-worker.ts,38,50,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-reassign-variable-in-usememo.expect.md,38,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-nested-try-catch-in-usememo.js,38,0,1
compiler/packages/babel-plugin-react-compiler/tsup.config.ts,38,3,3
packages/react-devtools-shared/src/frontend/hooks/useExtensionComponentsPanelVisibility.js,38,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/{todo-type-inference-array-from.expect.md => type-inference-array-from.expect.md},38,10,1
compiler/packages/react-compiler-runtime/tsup.config.ts,38,1,3
packages/react-reconciler/src/ReactFiberThrow.js,38,15,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-reassign-local-variable-in-jsx-callback.expect.md,38,10,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/use-effect-cleanup-reassigns.js,38,0,1
packages/react-noop-renderer/src/ReactFiberConfigNoopResources.js,38,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/fbt/error.todo-fbt-param-nested-fbt.js,38,0,1
compiler/packages/react-forgive/server/src/requests/autodepsdecorations.ts,38,38,6
compiler/apps/playground/package.json,38,35,14
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/preserve-memo-deps-optional-property-chain.js,37,1,2
fixtures/ssr/server/render.js,37,3,2
.github/workflows/shared_cleanup_stale_branch_caches.yml,37,1,3
packages/eslint-plugin-react-hooks/src/code-path-analysis/id-generator.js,37,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.repro-preserve-memoization-inner-destructured-value-mistaken-as-dependency-mutated-dep.js,37,1,2
compiler/packages/react-mcp-server/tsup.config.ts,37,0,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.emit-freeze-conflicting-global.expect.md,37,37,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/type-provider-log.expect.md,37,41,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-returned-inner-fn-reassigns-context.js,37,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/gating/dynamic-gating-invalid-identifier-nopanic.expect.md,37,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/type-provider-log-default-import.expect.md,37,41,1
compiler/packages/babel-plugin-react-compiler/src/HIR/MergeConsecutiveBlocks.ts,37,27,4
packages/react-devtools-shell/src/app/InspectableElements/UseEffectEvent.js,37,3,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/optional-call-chain-in-ternary.expect.md,37,0,1
scripts/release/prepare-release-from-npm-commands/confirm-stable-version-numbers.js,37,35,1
.github/workflows/discord_notify.yml,37,16,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/emit-freeze-conflicting-imports.expect.md,37,37,2
packages/react-devtools-shared/src/devtools/views/Components/OpenInEditorButton.js,37,66,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/invalid-useMemo-return-empty.expect.md,37,4,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.bug-invariant-unexpected-terminal-in-optional.expect.md,37,37,4
packages/react-devtools-extensions/webpack.config.js,37,11,8
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.bug-invariant-couldnt-find-binding-for-decl.expect.md,37,0,1
fixtures/owner-stacks/package.json,37,1,2
compiler/apps/playground/components/Header.tsx,37,5,4
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-returned-inner-fn-mutates-context.js,37,0,1
fixtures/view-transition/src/components/Page.css,37,16,7
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.assign-ref-in-effect-hint.expect.md,37,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/optional-call-chain-in-logical-expr.expect.md,37,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/custom-opt-out-directive.expect.md,37,2,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.bailout-on-suppression-of-custom-rule.expect.md,36,18,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/todo-type-inference-array-from.js,36,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.reassignment-to-global-indirect.expect.md,36,16,5
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-object-fromEntries-entries.js,36,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-eval-unsupported.expect.md,36,5,5
packages/react-devtools-extensions/build.js,36,13,2
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/transform-fire/bailout-retry/no-fire-todo-syntax-shouldnt-throw.js,36,36,3
compiler/packages/make-read-only-util/tsup.config.ts,36,0,2
packages/react-client/src/ReactClientDebugConfigNode.js,36,0,1
compiler/packages/babel-plugin-react-compiler/src/Inference/InferFunctionEffects.ts,36,371,6
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/object-keys.js,36,0,1
compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/repro-mutate-ref-in-function-passed-to-hook.js,36,0,1
